R1,R2,Rhythm,CTest1,CTest2,CScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PH2,PH3,PH4,PH5,PHTotal,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RTotal,RA,RB,RV,RF,S1,S2,S3,S4,STotal,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSTotal,PSA,PSB,PSV,PSF,Branch
7,8,15,27.914,27.273,29.97482836,41.379276,37.48702,4.375118315,4.157,9.300593734,5,1,3,2,3,56,22.96,22.4,21.28,19.6,5,3,1,4,65,19.5,18.2,20.8,19.5,3,5,3,4,75,8.25,15.75,10.5,15.75,5,4,4,5,90,16.2,9.9,14.4,12.6,C1
7,8,15,28.067,27.281,29.94127393,46.5149,47.578068,6.368553042,4.22,8.363098204,4,4,2,2,3,60,24.6,24,22.8,21,4,5,3,5,85,25.5,23.8,27.2,25.5,1,2,2,5,50,5.5,10.5,7,10.5,2,2,2,1,35,6.3,3.85,5.6,4.9,C3
7,8,15,28.917,27.283,29.9328813,40.3882,42.38238,4.697701335,4.107,10.04464477,3,4,4,1,1,52,21.32,20.8,19.76,18.2,4,1,4,3,60,18,16.8,19.2,18,1,4,1,3,45,4.95,9.45,6.3,9.45,3,1,3,5,60,10.8,6.6,9.6,8.4,C3
8,6.5,14.5,60.027,-1,29.91599679,-2,36.54399,3.753327429,4.642,9.540358186,4,4,1,1,4,56,22.96,22.4,21.28,19.6,4,2,2,5,65,19.5,18.2,20.8,19.5,5,2,1,4,60,6.6,12.6,8.4,12.6,4,2,2,4,60,10.8,6.6,9.6,8.4,C2
8,7,15,31.86,31.283,29.87507969,34.8466,37.42983,3.91462326,4.444,10.6182602,3,5,3,5,3,76,31.16,30.4,28.88,26.6,3,1,5,1,50,15,14,16,15,2,1,3,1,35,3.85,7.35,4.9,7.35,2,1,3,4,50,9,5.5,8,7,C4
8,7,15,60.093,-1,29.85763997,33.786972,33.786972,2.938774824,4.917,6.457402557,1,4,4,5,5,76,31.16,30.4,28.88,26.6,5,5,4,5,95,28.5,26.6,30.4,28.5,4,4,3,4,75,8.25,15.75,10.5,15.75,5,4,5,3,85,15.3,9.35,13.6,11.9,C1
5,8,13,32.337997,30.751,29.8312068,28.597296,13.839144,2.739216685,4.685,7.79301703,2,3,5,3,2,60,24.6,24,22.8,21,1,2,2,5,50,15,14,16,15,1,1,2,5,45,4.95,9.45,6.3,9.45,2,3,2,5,60,10.8,6.6,9.6,8.4,C4
4,6,10,27.31,27.634,29.81963038,40.3882,29.432209,4.056403041,4.012,11.45833164,3,5,1,1,5,60,24.6,24,22.8,21,1,5,5,1,60,18,16.8,19.2,18,1,4,3,4,60,6.6,12.6,8.4,12.6,1,1,2,3,35,6.3,3.85,5.6,4.9,C2
3,8,11,31.465,30.76,29.80235964,32.009026,32.009026,3.852940798,4.718,7.381545603,2,1,5,4,4,64,26.24,25.6,24.32,22.4,5,4,5,2,80,24,22.4,25.6,24,4,3,3,2,60,6.6,12.6,8.4,12.6,4,5,3,3,75,13.5,8.25,12,10.5,C1
8,7,15,32.002,31.324,29.74375874,29.885876,28.058344,1.483295411,4.768,6.58506006,4,3,2,5,5,76,31.16,30.4,28.88,26.6,2,5,1,2,50,15,14,16,15,3,2,4,1,50,5.5,10.5,7,10.5,1,3,2,5,55,9.9,6.05,8.8,7.7,C4
5,7,12,28.71,28.018,29.71659064,37.41886,33.571728,2.580940723,4.091,9.893047214,5,1,3,3,1,52,21.32,20.8,19.76,18.2,3,2,1,4,50,15,14,16,15,2,1,5,5,65,7.15,13.65,9.1,13.65,2,5,3,5,75,13.5,8.25,12,10.5,C5
7,6,13,32.061,30.79,29.70621049,33.786972,33.786972,4.433333278,4.574,9.177057445,1,2,2,3,4,48,19.68,19.2,18.24,16.8,5,1,3,1,50,15,14,16,15,1,1,5,1,40,4.4,8.4,5.6,8.4,1,4,5,1,55,9.9,6.05,8.8,7.7,C4
8,7,15,60.315,-1,29.6613425,30.279137,42.38238,5.478261113,4.821,7.533632219,1,3,3,4,1,48,19.68,19.2,18.24,16.8,1,4,5,2,60,18,16.8,19.2,18,4,2,2,5,65,7.15,13.65,9.1,13.65,5,4,3,5,85,15.3,9.35,13.6,11.9,C1
7,2,9,33.443,31.355,29.64446336,39.348957,39.350903,4.533762932,4.267,12.82157421,2,2,1,4,5,56,22.96,22.4,21.28,19.6,5,1,1,1,40,12,11.2,12.8,12,3,1,2,1,35,3.85,7.35,4.9,7.35,1,5,4,2,60,10.8,6.6,9.6,8.4,C4
7,8,15,30.314,27.362,29.60151047,39.409122,37.48702,3.741547465,4.654,1.904765591,3,3,2,1,4,52,21.32,20.8,19.76,18.2,1,3,1,2,35,10.5,9.8,11.2,10.5,2,3,4,2,55,6.05,11.55,7.7,11.55,5,3,4,2,70,12.6,7.7,11.2,9.8,C4
8,7,15,60.442,-1,29.54904377,32.891994,33.786972,2.938774824,4.729,8.565022945,5,2,3,1,1,48,19.68,19.2,18.24,16.8,5,3,5,5,90,27,25.2,28.8,27,2,4,1,4,55,6.05,11.55,7.7,11.55,3,2,2,2,45,8.1,4.95,7.2,6.3,C3
7,7,14,32.708,27.457,29.54651982,23.84009,43.397495,5.635790825,4.3,6.808505058,5,4,3,3,1,64,26.24,25.6,24.32,22.4,2,1,1,3,35,10.5,9.8,11.2,10.5,1,1,4,4,50,5.5,10.5,7,10.5,4,1,5,4,70,12.6,7.7,11.2,9.8,C4
8,6,14,32.928,28.051,29.54550326,35.50034,37.512383,2.610118985,4.283,7.326203138,3,2,5,2,4,64,26.24,25.6,24.32,22.4,2,2,3,2,45,13.5,12.6,14.4,13.5,2,5,1,2,50,5.5,10.5,7,10.5,2,4,1,1,40,7.2,4.4,6.4,5.6,C4
7.5,7,14.5,74.02,-1,29.51838344,19.515354,33.786972,5.586205125,5.347,6.851989478,3,1,3,4,1,48,19.68,19.2,18.24,16.8,4,2,1,5,60,18,16.8,19.2,18,1,3,4,4,60,6.6,12.6,8.4,12.6,5,2,2,2,55,9.9,6.05,8.8,7.7,C2
7,8,15,28.296,27.392,29.47566926,46.5149,40.3882,6.02665484,4.268,7.648807168,3,5,2,2,5,68,27.88,27.2,25.84,23.8,4,3,4,1,60,18,16.8,19.2,18,3,2,1,1,35,3.85,7.35,4.9,7.35,4,1,4,5,70,12.6,7.7,11.2,9.8,C3
7,7,14,32.564,30.889,29.38892931,31.138077,32.891994,4.141176939,4.443,10.81047446,1,3,5,4,2,60,24.6,24,22.8,21,1,1,4,2,40,12,11.2,12.8,12,1,1,5,1,40,4.4,8.4,5.6,8.4,3,4,4,5,80,14.4,8.8,12.8,11.2,C4
7.5,6,13.5,60.778,-1,29.25194353,36.54399,39.409122,4.59982127,4.835,7.376682311,1,5,2,2,3,52,21.32,20.8,19.76,18.2,1,2,1,3,35,10.5,9.8,11.2,10.5,2,1,4,1,40,4.4,8.4,5.6,8.4,3,3,2,5,65,11.7,7.15,10.4,9.1,C4
6,3,9,27.329,-2,29.24712896,42.9,45.71,5.678197742,4.03,9.176469147,5,2,3,5,2,68,27.88,27.2,25.84,23.8,2,5,5,5,85,25.5,23.8,27.2,25.5,4,5,5,2,80,8.8,16.8,11.2,16.8,3,5,5,2,75,13.5,8.25,12,10.5,C1
7,7,14,74.402,-1,29.21293885,26.164635,22.350456,2.085518688,5.461,5.567242652,5,2,1,5,4,68,27.88,27.2,25.84,23.8,4,1,3,4,60,18,16.8,19.2,18,5,3,4,5,85,9.35,17.85,11.9,17.85,2,3,4,2,55,9.9,6.05,8.8,7.7,C2
7,6.5,13.5,74.56,-1,29.0866068,29.432209,33.786972,5.586205125,5.29,7.494365573,2,5,5,1,2,60,24.6,24,22.8,21,3,3,3,1,50,15,14,16,15,3,3,4,2,60,6.6,12.6,8.4,12.6,2,1,3,4,50,9,5.5,8,7,C4
7,8,15,27.489,28.039,29.06878889,58.870426,58.870426,10,3.884,13.36309344,2,5,5,3,2,68,27.88,27.2,25.84,23.8,3,3,2,4,60,18,16.8,19.2,18,2,1,2,4,45,4.95,9.45,6.3,9.45,5,3,2,3,65,11.7,7.15,10.4,9.1,C3
4,5,9,28.643,27.491,29.0604043,40.3882,42.38238,4.697701335,4.027,11.2351191,2,3,1,3,1,40,16.4,16,15.2,14,2,3,4,1,50,15,14,16,15,2,5,3,2,60,6.6,12.6,8.4,12.6,3,3,5,1,60,10.8,6.6,9.6,8.4,C4
7,5,12,31.552,33.536,29.01345491,32.70114,32.320854,2.390622646,4.541,9.410789609,4,2,2,5,2,60,24.6,24,22.8,21,3,4,4,3,70,21,19.6,22.4,21,3,3,2,4,60,6.6,12.6,8.4,12.6,2,4,2,5,65,11.7,7.15,10.4,9.1,C1
8,7,15,30.859,28.154,29.01152372,51.449947,49.738556,6.958584785,4.15,9.104276597,5,4,1,5,3,72,29.52,28.8,27.36,25.2,5,3,2,1,55,16.5,15.4,17.6,16.5,5,3,5,5,90,9.9,18.9,12.6,18.9,5,5,1,3,70,12.6,7.7,11.2,9.8,C4
6.5,5.5,12,72.934,-1,29,26.892149,22.212488,5.5,5.383,5,1,2,1,3,4,44,18.04,17.6,16.72,15.4,2,3,3,2,50,15,14,16,15,2,3,4,5,70,7.7,14.7,9.8,14.7,1,5,4,4,70,12.6,7.7,11.2,9.8,C4
8,7,15,62.293,-1,29,40.93195,36.383,6,4.761,7,1,3,5,1,1,44,18.04,17.6,16.72,15.4,5,1,4,3,65,19.5,18.2,20.8,19.5,2,4,3,3,60,6.6,12.6,8.4,12.6,3,1,4,5,65,11.7,7.15,10.4,9.1,C1
8,7,15,62.581,-1,29,40.251667,47.779434,7.5,4.53,10,4,2,3,1,1,44,18.04,17.6,16.72,15.4,5,5,4,4,90,27,25.2,28.8,27,2,3,1,4,50,5.5,10.5,7,10.5,2,2,1,3,40,7.2,4.4,6.4,5.6,C3
6,6,12,62.911,-1,29,34.4388,35.320347,4.5,4.697,8,1,4,1,1,5,48,19.68,19.2,18.24,16.8,2,3,1,2,40,12,11.2,12.8,12,2,2,5,1,50,5.5,10.5,7,10.5,4,1,2,4,55,9.9,6.05,8.8,7.7,C4
8,7,15,62.439,-1,29,32.119747,30.60387,4,4.966,4.5,1,1,1,5,4,48,19.68,19.2,18.24,16.8,5,4,2,2,65,19.5,18.2,20.8,19.5,2,1,5,4,60,6.6,12.6,8.4,12.6,2,2,1,1,30,5.4,3.3,4.8,4.2,C2
4.5,4,8.5,62.79,-1,29,47.880817,-2,7.5,4.908,5.5,1,5,5,1,1,52,21.32,20.8,19.76,18.2,5,5,4,4,90,27,25.2,28.8,27,4,1,1,1,35,3.85,7.35,4.9,7.35,5,3,3,3,70,12.6,7.7,11.2,9.8,C3
5,3.5,8.5,72.059,-1,29,36.341877,18.605711,8,5.192,7,3,2,3,2,5,60,24.6,24,22.8,21,3,1,4,2,50,15,14,16,15,2,3,1,1,35,3.85,7.35,4.9,7.35,1,3,1,3,40,7.2,4.4,6.4,5.6,C4
7,7,14,72.878,-1,29,30.355824,-2,6.5,4.874,11,4,4,2,4,1,60,24.6,24,22.8,21,5,3,3,3,70,21,19.6,22.4,21,5,5,3,4,85,9.35,17.85,11.9,17.85,5,5,1,5,80,14.4,8.8,12.8,11.2,C1
8,7,15,62.009,-1,29,47.251617,46.131794,7.5,4.414,11.5,5,4,3,3,1,64,26.24,25.6,24.32,22.4,3,5,2,5,75,22.5,21,24,22.5,2,3,5,4,70,7.7,14.7,9.8,14.7,4,4,1,5,70,12.6,7.7,11.2,9.8,C1
7,6,13,72.714,-1,29,39.84095,29.6609,8.5,5.807,1,4,5,1,4,2,64,26.24,25.6,24.32,22.4,4,5,5,4,90,27,25.2,28.8,27,1,3,2,2,40,4.4,8.4,5.6,8.4,4,5,2,5,80,14.4,8.8,12.8,11.2,C3
7.5,6,13.5,72.01,-1,29,43.29631,38.123116,9.5,5.244,6.5,5,3,5,3,4,80,32.8,32,30.4,28,1,3,5,2,55,16.5,15.4,17.6,16.5,4,3,3,5,75,8.25,15.75,10.5,15.75,4,2,1,3,50,9,5.5,8,7,C4
5,5,10,62.25,-1,29,35.76854,36.61792,5,4.599,9,5,3,2,5,5,80,32.8,32,30.4,28,4,3,3,1,55,16.5,15.4,17.6,16.5,2,2,2,2,40,4.4,8.4,5.6,8.4,5,5,1,5,80,14.4,8.8,12.8,11.2,C5
4.5,5,9.5,72.028,-1,29,42.395355,32.919563,9.5,5.209,7,5,4,4,5,3,84,34.44,33.6,31.92,29.4,5,1,5,1,60,18,16.8,19.2,18,1,1,4,1,35,3.85,7.35,4.9,7.35,5,1,2,1,45,8.1,4.95,7.2,6.3,C3
7,5,12,28.788,27.506,28.99747968,47.578068,48.65324,6.714311838,3.882,13.39285702,3,5,3,2,3,64,26.24,25.6,24.32,22.4,3,5,4,1,65,19.5,18.2,20.8,19.5,1,3,1,5,50,5.5,10.5,7,10.5,4,2,4,4,70,12.6,7.7,11.2,9.8,C3
5,5,10,31.714,31.563,28.97822142,31.628563,31.627441,2.044943124,4.54,9.423236847,2,2,4,2,5,60,24.6,24,22.8,21,2,2,5,4,65,19.5,18.2,20.8,19.5,5,4,1,4,70,7.7,14.7,9.8,14.7,4,1,1,3,45,8.1,4.95,7.2,6.3,C2
8,7,15,61.096,-1,28.97075951,35.61297,28.597296,3.478259742,4.827,7.466367334,3,4,5,3,3,72,29.52,28.8,27.36,25.2,1,3,5,4,65,19.5,18.2,20.8,19.5,4,3,5,2,70,7.7,14.7,9.8,14.7,3,5,4,5,85,15.3,9.35,13.6,11.9,C1
6.5,5.5,12,74.736,-1,28.94587666,35.61297,20.90888,6.424825191,5.107,9.556725919,5,1,5,2,2,60,24.6,24,22.8,21,2,1,2,1,30,9,8.4,9.6,9,2,3,5,2,60,6.6,12.6,8.4,12.6,4,1,2,5,60,10.8,6.6,9.6,8.4,C4
7.5,6.5,14,61.141,-1,28.93097162,44.424614,45.463757,6.38864398,4.361,12.69058406,1,1,2,4,4,48,19.68,19.2,18.24,16.8,3,5,3,5,80,24,22.4,25.6,24,1,2,3,4,50,5.5,10.5,7,10.5,2,2,4,1,45,8.1,4.95,7.2,6.3,C3
7,7,14,29.502,28.176,28.8974601,43.513535,38.723343,4.482454956,4.061,10.29411972,1,2,3,3,5,56,22.96,22.4,21.28,19.6,2,4,4,4,70,21,19.6,22.4,21,1,1,3,2,35,3.85,7.35,4.9,7.35,1,1,5,2,45,8.1,4.95,7.2,6.3,C3
7,6,13,74.845,-1,28.85872096,23.84009,25.377773,1.724139303,5.231,8.159279823,5,1,4,4,4,72,29.52,28.8,27.36,25.2,3,4,3,4,70,21,19.6,22.4,21,1,4,3,5,65,7.15,13.65,9.1,13.65,3,5,3,2,65,11.7,7.15,10.4,9.1,C1
8,4,12,32.149002,28.196,28.793782,43.103035,42.395786,4.354380667,3.995,11.1764726,5,5,2,5,5,88,36.08,35.2,33.44,30.8,4,1,4,4,65,19.5,18.2,20.8,19.5,1,3,3,3,50,5.5,10.5,7,10.5,4,3,4,5,80,14.4,8.8,12.8,11.2,C3
8,7,15,28.2,29,28.77303779,42.319977,45.039963,4.958694577,4.123,9.465239346,5,2,2,3,5,68,27.88,27.2,25.84,23.8,3,2,5,2,60,18,16.8,19.2,18,4,3,5,3,75,8.25,15.75,10.5,15.75,1,1,1,1,20,3.6,2.2,3.2,2.8,C2
8,6.5,14.5,61.369,-1,28.72936875,42.38238,33.786972,5.478261113,4.822,7.522422373,5,2,5,5,5,88,36.08,35.2,33.44,30.8,4,4,3,4,75,22.5,21,24,22.5,1,4,1,1,35,3.85,7.35,4.9,7.35,5,1,2,1,45,8.1,4.95,7.2,6.3,C3
6,5,11,29.625,28.213,28.70564729,35.379463,33.96883,1.944656521,4.203,8.395721018,2,3,2,3,4,56,22.96,22.4,21.28,19.6,3,3,4,3,65,19.5,18.2,20.8,19.5,2,5,4,3,70,7.7,14.7,9.8,14.7,2,1,3,5,55,9.9,6.05,8.8,7.7,C2
6,6,12,61.413,-1,28.6904633,20.90888,11.1061535,0,4.614,9.854263365,1,1,2,1,5,40,16.4,16,15.2,14,4,3,4,2,65,19.5,18.2,20.8,19.5,1,4,5,1,55,6.05,11.55,7.7,11.55,1,1,1,4,35,6.3,3.85,5.6,4.9,C3
6,5,11,28.228,30.485,28.62787664,43.887253,37.709698,4.599053562,4.059,10.32085598,1,1,5,2,2,44,18.04,17.6,16.72,15.4,2,3,2,3,50,15,14,16,15,5,2,2,4,65,7.15,13.65,9.1,13.65,1,3,4,2,50,9,5.5,8,7,C4
6,4,10,31.17,34.017,28.48835349,34.693966,35.61297,5.029411316,4.283,12.80548453,2,1,4,2,1,40,16.4,16,15.2,14,1,1,2,4,40,12,11.2,12.8,12,5,1,2,5,65,7.15,13.65,9.1,13.65,5,3,2,1,55,9.9,6.05,8.8,7.7,C5
8,6.5,14.5,61.784,-1,28.36241305,35.61297,35.61297,3.478259742,4.829,7.443947643,4,2,2,2,5,60,24.6,24,22.8,21,3,2,1,5,55,16.5,15.4,17.6,16.5,4,3,3,4,70,7.7,14.7,9.8,14.7,4,3,5,1,65,11.7,7.15,10.4,9.1,C4
6,7,13,31.789,32.687,28.25432807,27.36351,34.496124,2.969124615,4.603,8.639001846,4,1,4,3,2,56,22.96,22.4,21.28,19.6,4,1,3,5,65,19.5,18.2,20.8,19.5,4,1,2,3,50,5.5,10.5,7,10.5,2,2,5,4,65,11.7,7.15,10.4,9.1,C3
7,4.5,11.5,61.958,-1,28.20855886,25.377773,30.279137,1.902395934,4.663,9.304933548,4,1,4,5,2,64,26.24,25.6,24.32,22.4,3,1,4,4,60,18,16.8,19.2,18,3,5,4,3,75,8.25,15.75,10.5,15.75,1,2,2,2,35,6.3,3.85,5.6,4.9,C2
7,6,13,27.952,27.713,28.12919497,38.44207,46.5149,6.02665484,3.93,12.67856956,4,3,5,5,3,80,32.8,32,30.4,28,1,2,5,2,50,15,14,16,15,2,1,4,3,50,5.5,10.5,7,10.5,2,1,3,4,50,9,5.5,8,7,C4
8,7,15,32.621,31.838,28.09737861,39.196865,39.5711,4.604729414,4.385,11.35269374,3,5,2,4,5,76,31.16,30.4,28.88,26.6,5,3,2,2,60,18,16.8,19.2,18,4,4,1,5,70,7.7,14.7,9.8,14.7,4,1,2,5,60,10.8,6.6,9.6,8.4,C2
7,7,14,33.008,27.732,28.04949313,27.774395,38.44207,3.430558443,4.381,5.967261493,1,5,3,5,3,68,27.88,27.2,25.84,23.8,4,4,5,3,80,24,22.4,25.6,24,1,4,2,1,40,4.4,8.4,5.6,8.4,5,5,2,5,85,15.3,9.35,13.6,11.9,C3
7,5,12,32.623,31.308,28.04607332,31.138077,32.009026,3.852940798,4.572,9.201993048,5,5,3,5,1,76,31.16,30.4,28.88,26.6,5,3,3,4,75,22.5,21,24,22.5,4,3,1,2,50,5.5,10.5,7,10.5,5,5,2,2,70,12.6,7.7,11.2,9.8,C3
6.5,6,12.5,62.15,-1,28.03878576,37.48702,32.891994,4.031941891,4.534,10.75112343,2,1,5,5,3,64,26.24,25.6,24.32,22.4,3,5,4,1,65,19.5,18.2,20.8,19.5,2,1,4,5,60,6.6,12.6,8.4,12.6,4,5,2,2,65,11.7,7.15,10.4,9.1,C1
4,6,10,28.346,28.543,28.01612377,38.91802,43.05275,4.338691831,4.105,9.705882668,3,4,3,3,3,64,26.24,25.6,24.32,22.4,5,2,4,1,60,18,16.8,19.2,18,1,3,1,2,35,3.85,7.35,4.9,7.35,5,5,5,2,85,15.3,9.35,13.6,11.9,C3
8,7,15,63.918,-1,28,37.47347,36.73378,5,4.918,5,2,1,4,2,1,40,16.4,16,15.2,14,5,3,4,2,70,21,19.6,22.4,21,4,2,4,2,60,6.6,12.6,8.4,12.6,2,2,5,2,55,9.9,6.05,8.8,7.7,C2
6.5,5.5,12,63.551,-1,28,-2,34.84268,4.5,4.873,5.5,2,5,4,2,1,56,22.96,22.4,21.28,19.6,2,4,1,1,40,12,11.2,12.8,12,4,1,1,2,40,4.4,8.4,5.6,8.4,1,1,2,3,35,6.3,3.85,5.6,4.9,C4
7.5,7,14.5,63.754,-1,28,39.880657,35.259834,5.5,5.049,3.5,5,2,2,2,3,56,22.96,22.4,21.28,19.6,5,4,4,3,80,24,22.4,25.6,24,3,2,4,5,70,7.7,14.7,9.8,14.7,2,5,2,4,65,11.7,7.15,10.4,9.1,C1
7,6.5,13.5,73.66,-1,28,0,34.020344,7.5,5.63,1.5,3,4,4,1,4,64,26.24,25.6,24.32,22.4,2,2,2,1,35,10.5,9.8,11.2,10.5,5,3,5,2,75,8.25,15.75,10.5,15.75,3,1,3,4,55,9.9,6.05,8.8,7.7,C4
8,7,15,63.179,-1,28,47.736282,44.90083,7.5,4.101,15,4,3,3,2,4,64,26.24,25.6,24.32,22.4,2,1,5,1,45,13.5,12.6,14.4,13.5,2,2,5,4,65,7.15,13.65,9.1,13.65,2,1,1,3,35,6.3,3.85,5.6,4.9,C4
7.5,7,14.5,63.406,-1,28,37.72,39.8,5.5,4.73,7.5,4,5,1,5,4,76,31.16,30.4,28.88,26.6,1,1,2,4,40,12,11.2,12.8,12,2,2,1,1,30,3.3,6.3,4.2,6.3,5,5,2,4,80,14.4,8.8,12.8,11.2,C4
6.5,5.5,12,73.627,-1,28,33.522602,32.756374,7,5.228,7,2,5,3,5,4,76,31.16,30.4,28.88,26.6,2,4,5,4,75,22.5,21,24,22.5,3,5,3,3,70,7.7,14.7,9.8,14.7,5,5,4,4,90,16.2,9.9,14.4,12.6,C1
6.5,6,12.5,73.039,-1,28,38.378258,40.923447,9,4.798,12,5,5,3,4,4,84,34.44,33.6,31.92,29.4,1,5,2,3,55,16.5,15.4,17.6,16.5,3,1,5,2,55,6.05,11.55,7.7,11.55,2,1,4,5,60,10.8,6.6,9.6,8.4,C4
5,4,9,29.023,27.746,27.99076885,39.409122,43.397495,5.024145842,4.093,10.25297642,3,1,1,4,4,52,21.32,20.8,19.76,18.2,4,2,5,1,60,18,16.8,19.2,18,4,2,4,3,65,7.15,13.65,9.1,13.65,5,3,1,1,50,9,5.5,8,7,C2
7,7,14,33.026,28.372,27.8813374,42.155064,45.49317,5.10009408,4.011,10.96256554,1,4,3,3,5,64,26.24,25.6,24.32,22.4,2,1,3,5,55,16.5,15.4,17.6,16.5,2,5,5,5,85,9.35,17.85,11.9,17.85,1,5,3,2,55,9.9,6.05,8.8,7.7,C4
6,6.5,12.5,62.332,-1,27.87785858,25.377773,31.138077,2.15616703,4.466,11.51345372,1,1,5,4,2,52,21.32,20.8,19.76,18.2,5,3,1,1,50,15,14,16,15,2,2,4,1,45,4.95,9.45,6.3,9.45,3,3,2,4,60,10.8,6.6,9.6,8.4,C4
7,7,14,30.057,27.779,27.85235077,40.3882,48.65324,6.714311838,4.091,10.28273642,2,1,1,2,4,40,16.4,16,15.2,14,1,5,5,2,65,19.5,18.2,20.8,19.5,4,5,3,2,70,7.7,14.7,9.8,14.7,4,2,4,3,65,11.7,7.15,10.4,9.1,C1
4,5,9,28.378,30.607,27.85022914,45.439713,45.56564,5.122703314,4.145,9.171123505,1,5,3,4,3,64,26.24,25.6,24.32,22.4,3,3,2,4,60,18,16.8,19.2,18,1,2,5,1,45,4.95,9.45,6.3,9.45,2,1,2,3,40,7.2,4.4,6.4,5.6,C3
7,7,14,62.37,-1,27.84425855,-2,36.54399,3.753327429,4.692,8.979822993,2,5,4,2,4,68,27.88,27.2,25.84,23.8,2,3,2,2,45,13.5,12.6,14.4,13.5,5,2,1,5,65,7.15,13.65,9.1,13.65,1,5,2,4,60,10.8,6.6,9.6,8.4,C4
8,6.5,14.5,62.376,-1,27.83895314,34.693966,33.786972,3.2067433,4.675,9.170402884,1,3,4,1,4,52,21.32,20.8,19.76,18.2,3,4,1,5,65,19.5,18.2,20.8,19.5,4,4,5,3,80,8.8,16.8,11.2,16.8,4,5,2,4,75,13.5,8.25,12,10.5,C1
7,6,13,33.246002,31.928,27.80910015,29.178318,27.371387,1.255257875,4.536,9.473031163,5,4,3,3,1,64,26.24,25.6,24.32,22.4,4,4,1,3,60,18,16.8,19.2,18,3,5,1,3,60,6.6,12.6,8.4,12.6,3,5,5,3,80,14.4,8.8,12.8,11.2,C1
3,8,11,29.911,29.301,27.80842692,33.786972,26.963509,5.014076233,4.781,7.72018075,3,3,2,4,4,64,26.24,25.6,24.32,22.4,3,4,3,2,60,18,16.8,19.2,18,2,4,4,2,60,6.6,12.6,8.4,12.6,2,3,3,5,65,11.7,7.15,10.4,9.1,C1
6,8,14,36.086,27.795,27.78523117,32.891994,24.602924,1.64574042,4.139,9.568452537,5,2,5,3,1,64,26.24,25.6,24.32,22.4,4,2,5,1,60,18,16.8,19.2,18,5,5,3,5,90,9.9,18.9,12.6,18.9,5,2,3,2,60,10.8,6.6,9.6,8.4,C2
6,8,14,36.086,27.795,27.78523117,32.891994,24.602924,1.64574042,4.139,9.568452537,5,2,4,4,4,76,31.16,30.4,28.88,26.6,3,3,5,1,60,18,16.8,19.2,18,1,5,5,4,75,8.25,15.75,10.5,15.75,2,2,2,4,50,9,5.5,8,7,C2
4,5,9,32.982002,27.796,27.78103888,43.397495,41.379276,5.024145842,4.091,10.28273642,4,5,3,5,4,84,34.44,33.6,31.92,29.4,1,3,4,1,45,13.5,12.6,14.4,13.5,5,4,3,5,85,9.35,17.85,11.9,17.85,4,4,3,5,80,14.4,8.8,12.8,11.2,C4
3,4,7,28.82,27.809,27.72650689,47.578068,41.379276,6.368553042,3.932,12.64880955,4,4,2,4,5,76,31.16,30.4,28.88,26.6,4,4,2,2,60,18,16.8,19.2,18,1,1,1,3,30,3.3,6.3,4.2,6.3,5,5,4,1,75,13.5,8.25,12,10.5,C3
6,4,10,28.18,27.813,27.70972967,37.48702,32.891994,3.123428822,3.774,15,3,2,1,3,5,56,22.96,22.4,21.28,19.6,5,2,3,2,60,18,16.8,19.2,18,3,2,5,4,70,7.7,14.7,9.8,14.7,3,3,5,2,65,11.7,7.15,10.4,9.1,C1
5,5,10,29.494,27.819,27.68455982,43.397495,35.61297,5.024145842,4.059,10.75892776,4,3,1,5,3,64,26.24,25.6,24.32,22.4,5,4,2,4,75,22.5,21,24,22.5,4,2,5,4,75,8.25,15.75,10.5,15.75,4,1,5,5,75,13.5,8.25,12,10.5,C1
8,7,15,62.565,-1,27.67183542,36.54399,38.44207,4.314108789,4.884,6.827357411,2,2,1,2,5,48,19.68,19.2,18.24,16.8,1,2,2,3,40,12,11.2,12.8,12,3,4,1,3,55,6.05,11.55,7.7,11.55,2,2,5,4,65,11.7,7.15,10.4,9.1,C4
4,4,8,29.445,28.418,27.64285952,49.909397,50.321205,6.606421471,4.174,8.783425391,3,4,5,2,5,76,31.16,30.4,28.88,26.6,1,2,5,1,45,13.5,12.6,14.4,13.5,4,2,1,1,40,4.4,8.4,5.6,8.4,2,4,3,2,55,9.9,6.05,8.8,7.7,C4
8,6.5,14.5,76.386,-1,27.62655437,26.963509,30.279137,3.975172937,4.979,10.99924833,5,2,1,2,5,60,24.6,24,22.8,21,2,5,3,1,55,16.5,15.4,17.6,16.5,1,5,4,1,55,6.05,11.55,7.7,11.55,1,4,2,4,55,9.9,6.05,8.8,7.7,C4
8,6.5,14.5,76.389,-1,27.62415648,29.432209,20.90888,3.586207032,5.298,7.404208928,5,5,4,2,3,76,31.16,30.4,28.88,26.6,1,5,1,2,45,13.5,12.6,14.4,13.5,2,1,2,4,45,4.95,9.45,6.3,9.45,2,4,1,4,55,9.9,6.05,8.8,7.7,C4
6,7,13,28.57,28.441,27.52361655,43.231064,45.26763,5.029726028,4.188,8.596253693,3,1,2,2,2,40,16.4,16,15.2,14,4,4,4,5,85,25.5,23.8,27.2,25.5,4,2,5,2,65,7.15,13.65,9.1,13.65,4,3,1,5,65,11.7,7.15,10.4,9.1,C1
